date,SPOSTMIN,Ride
2015-01-01,40.26881720430107,Expedition Everest
2015-01-02,34.198113207547166,Expedition Everest
2015-01-03,29.79381443298969,Expedition Everest
2015-01-04,23.85,Expedition Everest
2015-01-05,26.956521739130434,Expedition Everest
2015-01-06,26.666666666666668,Expedition Everest
2015-01-07,33.28358208955224,Expedition Everest
2015-01-08,30.846153846153847,Expedition Everest
2015-01-09,22.63157894736842,Expedition Everest
2015-01-10,24.34027777777778,Expedition Everest
2015-01-11,16.127450980392158,Expedition Everest
2015-01-12,11.936936936936936,Expedition Everest
2015-01-13,8.137254901960784,Expedition Everest
2015-01-14,13.794326241134751,Expedition Everest
2015-01-15,15.891089108910892,Expedition Everest
2015-01-16,22.80952380952381,Expedition Everest
2015-01-17,33.30827067669173,Expedition Everest
2015-01-18,45.84375,Expedition Everest
2015-01-19,42.16346153846154,Expedition Everest
2015-01-20,20.2803738317757,Expedition Everest
2015-01-21,19.30327868852459,Expedition Everest
2015-01-22,19.714285714285715,Expedition Everest
2015-01-23,16.49532710280374,Expedition Everest
2015-01-24,26.11111111111111,Expedition Everest
2015-01-25,34.12698412698413,Expedition Everest
2015-01-26,26.16822429906542,Expedition Everest
2015-01-27,16.941747572815533,Expedition Everest
2015-01-28,21.666666666666668,Expedition Everest
2015-01-29,19.634146341463413,Expedition Everest
2015-01-30,32.142857142857146,Expedition Everest
2015-01-31,24.712230215827336,Expedition Everest
2015-02-01,25.805084745762713,Expedition Everest
2015-02-02,16.0,Expedition Everest
2015-02-03,15.55084745762712,Expedition Everest
2015-02-04,19.33884297520661,Expedition Everest
2015-02-05,10.0561797752809,Expedition Everest
2015-02-06,28.17391304347826,Expedition Everest
2015-02-07,32.868852459016395,Expedition Everest
2015-02-08,36.30952380952381,Expedition Everest
2015-02-09,23.11881188118812,Expedition Everest
2015-02-10,17.857142857142858,Expedition Everest
2015-02-11,17.71551724137931,Expedition Everest
2015-02-12,18.25,Expedition Everest
2015-02-13,24.495412844036696,Expedition Everest
2015-02-14,37.63333333333333,Expedition Everest
2015-02-15,48.30246913580247,Expedition Everest
2015-02-16,40.64,Expedition Everest
2015-02-17,23.955223880597014,Expedition Everest
2015-02-18,31.107382550335572,Expedition Everest
2015-02-19,25.60483870967742,Expedition Everest
2015-02-20,63.31395348837209,Expedition Everest
2015-02-21,30.97972972972973,Expedition Everest
2015-02-22,23.170731707317074,Expedition Everest
2015-02-23,18.75,Expedition Everest
2015-02-24,19.709302325581394,Expedition Everest
2015-02-25,18.1858407079646,Expedition Everest
2015-02-26,17.5,Expedition Everest
2015-02-27,17.99145299145299,Expedition Everest
2015-02-28,12.683823529411764,Expedition Everest
2015-03-01,24.21875,Expedition Everest
2015-03-02,20.071942446043167,Expedition Everest
2015-03-03,14.36,Expedition Everest
2015-03-04,11.884057971014492,Expedition Everest
2015-03-05,19.949494949494948,Expedition Everest
2015-03-06,14.25,Expedition Everest
2015-03-07,25.041666666666668,Expedition Everest
2015-03-08,31.136363636363637,Expedition Everest
2015-03-09,27.352941176470587,Expedition Everest
2015-03-10,30.32520325203252,Expedition Everest
2015-03-11,26.066176470588236,Expedition Everest
2015-03-12,23.544776119402986,Expedition Everest
2015-03-13,28.863636363636363,Expedition Everest
2015-03-14,31.93798449612403,Expedition Everest
2015-03-15,33.58695652173913,Expedition Everest
2015-03-16,34.1044776119403,Expedition Everest
2015-03-17,31.06382978723404,Expedition Everest
2015-03-18,31.910828025477706,Expedition Everest
2015-03-19,33.29710144927536,Expedition Everest
2015-03-20,28.541666666666668,Expedition Everest
